Frame No,Object Name and Class,Object Count
512,MS Clamp (10); Vertical Pipe (20),2
513,MS Clamp (10); Vertical Pipe (20),2
514,MS Clamp (10); Vertical Pipe (20),2
515,MS Clamp (10); Vertical Pipe (20),2
516,MS Clamp (10); Vertical Pipe (20),2
517,MS Clamp (10); Vertical Pipe (20),2
518,MS Clamp (10); Vertical Pipe (20),2
519,MS Clamp (10); Vertical Pipe (20),2
520,MS Clamp (10); Vertical Pipe (20),2
521,MS Clamp (10); Vertical Pipe (20),2
522,MS Clamp (10); Vertical Pipe (20),2
523,MS Clamp (10); Vertical Pipe (20),2
524,MS Clamp (10); Vertical Pipe (20),2
525,MS Clamp (10); Vertical Pipe (20),2
526,MS Clamp (10); Vertical Pipe (20),2
527,MS Clamp (10); Vertical Pipe (20),2
528,MS Clamp (10); Vertical Pipe (20),2
529,MS Clamp (10); Vertical Pipe (20),2
530,MS Clamp (10); Vertical Pipe (20),2
531,MS Clamp (10); Vertical Pipe (20),2
532,MS Clamp (10),1
533,MS Clamp (10),1
534,MS Clamp (10); Vertical Pipe (20),2
535,MS Clamp (10),1
536,MS Clamp (10); Vertical Pipe (20),2
537,MS Clamp (10); Vertical Pipe (20),2
538,MS Clamp (10); Vertical Pipe (20),3
539,MS Clamp (10); Vertical Pipe (20),3
540,MS Clamp (10); Vertical Pipe (20),3
541,MS Clamp (10); Vertical Pipe (20),3
542,MS Clamp (10); Vertical Pipe (20),3
543,MS Clamp (10); Vertical Pipe (20),3
544,MS Clamp (10); Vertical Pipe (20),2
545,MS Clamp (10); Vertical Pipe (20),2
546,MS Clamp (10); Vertical Pipe (20),2
547,MS Clamp (10); Vertical Pipe (20),2
548,MS Clamp (10); Vertical Pipe (20),2
549,MS Clamp (10); Vertical Pipe (20),2
550,MS Clamp (10); Vertical Pipe (20),2
551,MS Clamp (10); Vertical Pipe (20),2
552,MS Clamp (10); Vertical Pipe (20),2
553,MS Clamp (10),1
554,MS Clamp (10),1
555,MS Clamp (10),1
556,MS Clamp (10),1
557,MS Clamp (10),1
558,MS Clamp (10),1
559,MS Clamp (10),1
560,MS Clamp (10),1
561,MS Clamp (10),1
562,MS Clamp (10),1
563,MS Clamp (10),1
564,MS Clamp (10),1
565,MS Clamp (10),1
566,MS Clamp (10),1
567,MS Clamp (10),1
568,MS Clamp (10),1
569,MS Clamp (10),1
570,MS Clamp (10),1
571,MS Clamp (10),1
572,MS Clamp (10),1
573,MS Clamp (10),1
574,MS Clamp (10),1
575,MS Clamp (10),1
576,MS Clamp (10),1
577,MS Clamp (10),1
578,MS Clamp (10),1
579,MS Clamp (10),1
580,MS Clamp (10),1
581,MS Clamp (10),1
582,MS Clamp (10),1
583,MS Clamp (10),1
584,MS Clamp (10),1
585,MS Clamp (10),1
586,MS Clamp (10),1
587,MS Clamp (10),1
588,MS Clamp (10),1
589,MS Clamp (10),1
590,MS Clamp (10),1
591,MS Clamp (10),1
592,MS Clamp (10),1
593,MS Clamp (10),1
594,MS Clamp (10),1
595,MS Clamp (10),1
