Frame No,Object Name and Class,Object Count
113,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
114,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
115,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
116,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
117,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
118,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
119,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
120,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
121,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
122,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
123,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
124,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
125,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
126,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
127,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
128,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
129,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
130,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
131,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
132,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
133,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
134,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
135,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
136,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
137,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
138,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
139,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
140,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
141,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
142,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
143,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
144,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
145,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
146,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
147,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
148,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
149,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
150,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
151,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
152,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
153,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
154,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
155,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
156,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
157,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
158,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
159,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
160,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
161,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
162,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
163,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
164,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
165,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
166,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
167,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
168,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
169,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
170,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
171,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
172,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
173,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
174,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
175,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
176,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
177,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
178,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
179,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
180,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
181,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
182,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
183,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
184,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
185,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
186,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
187,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
188,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
189,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
190,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
191,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
192,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
193,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
194,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
195,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
196,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
197,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
198,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
199,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
200,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
201,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
202,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
203,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
204,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
205,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
206,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
207,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
208,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
209,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
210,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
211,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
212,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
213,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
214,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),16
215,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),16
216,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
217,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
218,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
219,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
220,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
221,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),17
222,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
223,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
224,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
225,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
226,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
